filename,pesq,estoi,si_sdr,si_sir,si_sar
bgah2p.wav,1.5487980842590332,0.4441443142413568,18.03219389238696,0.6757682331706876,0.4503840634889015
bgbu5a.wav,1.658189058303833,0.5327549440346605,13.911728754017936,0.562486466994758,0.21680851145206656
bgig6n.wav,1.6725356578826904,0.37815479705326205,17.32191328828323,0.21439697187032633,0.053223926721433876
bgwo3s.wav,1.5847182273864746,0.4733843021289624,16.35034649235678,0.5345539336238181,0.27160478379718284
brif5s.wav,1.731640100479126,0.5016101043232504,15.341632216185532,0.5313273223575259,0.19358012144192005
lbak3a.wav,1.9610638618469238,0.438431057194593,17.57367713208889,0.5808631143196028,0.34532179298207244
lgifzn.wav,1.8146919012069702,0.5141803943083797,16.32953431794191,0.38698100497712323,0.15590889954987103
lgwm7s.wav,1.5470221042633057,0.44394774120294006,15.39752209338669,0.6869486418303782,0.3507898770275777
lrae2n.wav,1.970911979675293,0.46234463907065887,16.13645965300292,0.4750076642358145,0.21116442435609267
lrae5a.wav,1.7948896884918213,0.4696787799524056,15.946059963856145,0.5303282624128083,0.23667157563819935
pbav5a.wav,1.7381079196929932,0.39725842922054955,15.901119168175146,0.43293238004021245,0.17438639137090434
pbbv8p.wav,1.5591940879821777,0.6119504704893172,14.983762522846384,0.4811999661050031,0.18521654963795123
pbwj4p.wav,1.8868365287780762,0.4776907642097876,15.861951139649161,0.45179963281157587,0.17004056430390396
pgaq9a.wav,1.3725630044937134,0.4794253317722911,13.393190036231124,0.5317908803716721,0.12388739920658606
pgbr3a.wav,1.9230554103851318,0.5685566443063441,12.343069599749095,0.6094279210069088,0.13250427373996887
pgwl2p.wav,1.6969871520996094,0.4879103822569807,15.070736079547302,0.5972484999598713,0.23885655279382703
pgwr6p.wav,1.4827258586883545,0.535441545106369,13.432601387480434,0.5646889556777643,0.16244429368906638
prbx3s.wav,1.9113022089004517,0.49933537327882266,13.701296575258453,0.3373207021846183,-0.005102697269071199
pwbd6n.wav,1.492812991142273,0.5159885370967391,14.620968227887909,0.4126363968814093,0.10745900773136065
pwbq5s.wav,1.9459683895111084,0.6622135778923931,12.62247751196524,0.5551464270187313,0.12856006580278467
sban5a.wav,1.7431049346923828,0.43928318505813685,15.784284946831754,0.3446405168241101,0.0952444589481709
sbia1s.wav,1.892040729522705,0.4608191539685331,15.711445176858179,0.22587763156423687,0.00986614165840567
sgac4p.wav,1.8665320873260498,0.5747297437914834,15.86292797676321,0.38842672539018824,0.1249189360196459
sgai6n.wav,2.016808271408081,0.476827179599541,14.25205304084669,0.4792637223500934,0.1413911810181882
sgbc8p.wav,1.5976862907409668,0.4539380565193181,14.194416285575358,0.6388216218208508,0.2435519313224929
sgbp6p.wav,1.765228271484375,0.5164453474507534,17.270401535455672,0.446638706060839,0.23589181614071336
sria9a.wav,1.7505271434783936,0.4356725137696154,14.924495378964295,0.37776396146243285,0.08887874090373085
srih2p.wav,1.5488317012786865,0.37447950216911563,14.82995995333916,0.23047031602805787,-0.014376404101582722
srit9s.wav,1.7252442836761475,0.4987460803765356,13.676960463433279,0.2692892766339783,-0.04142660140251184
srwo6n.wav,1.7030863761901855,0.4565586804115167,11.875523854157656,0.42295882537645707,-0.008643730508229263
swwv8p.wav,2.039259910583496,0.5228737879512089,16.71303993420519,0.461854003013744,0.21273722651910823
